Query=YOR250C	 Hit=lcl|MAPG_12038T0	" Description=pep:novel supercontig:Mag_poae_ATCC_64411_V1:supercont1.131:15:784:1 gene:MAPG_12038 transcript:MAPG_12038T0 description:""Clp1""-species:Magnaporthe_poae"	 E_value=2e-08
Query=MGG_08829T0	 Hit=lcl|CADAFUBP00006388	" Description=pep:known scaffold:CADRE:DS499598:757900:759952:-1 gene:CADAFUBG00006513 transcript:CADAFUBT00006513 description:""WD repeat protein""-species:Aspergillus_fumigatus"	 E_value=2e-07
			
Query=MGG_08829T0	 Hit=lcl|PTTG_09361P0	" Description=pep:novel supercontig:ASM15152v1:GG705744:14230:15469:1 gene:PTTG_09361 transcript:PTTG_09361T0 description:""Uncharacterized protein""-species:Puccinia_triticina"	 E_value=2e-07
			
Query=MGG_08829T0	 Hit=lcl|PTTG_09361P0	" Description=pep:novel supercontig:ASM15152v1:GG705744:14230:15469:1 gene:PTTG_09361 transcript:PTTG_09361T0 description:""Uncharacterized protein""-species:Puccinia_triticina"	 E_value=4e-06
			
Query=MGG_08829T0	 Hit=lcl|CBY01519	" Description=pep:novel supercontig:ASM23037v1:FP929139:1110328:1111344:1 gene:LEMA_P003060.1 transcript:CBY01519 description:""Putative uncharacterized protein ""-species:Leptosphaeria_maculans"	 E_value=2e-07
			
Query=MGG_08829T0	 Hit=lcl|CBY01519	" Description=pep:novel supercontig:ASM23037v1:FP929139:1110328:1111344:1 gene:LEMA_P003060.1 transcript:CBY01519 description:""Putative uncharacterized protein ""-species:Leptosphaeria_maculans"	 E_value=2e-06
			
Query=MGG_08829T0	 Hit=lcl|FGSG_01446P0	" Description=pep:known chromosome:ASM24013v2:1:4806668:4808112:-1 gene:FGSG_01446 transcript:FGSG_01446T0 description:""hypothetical protein similar to small nucleolar ribonucleoprotein complex subunit SOF1""-species:Gibberella_zeae"	 E_value=2e-07
			
Query=MGG_08829T0	 Hit=lcl|FGSG_01446P0	" Description=pep:known chromosome:ASM24013v2:1:4806668:4808112:-1 gene:FGSG_01446 transcript:FGSG_01446T0 description:""hypothetical protein similar to small nucleolar ribonucleoprotein complex subunit SOF1""-species:Gibberella_zeae"	 E_value=6e-07
			
Query=MGG_08829T0	 Hit=lcl|EDU43915	" Description=pep:novel supercontig:GCA_000149985.1:supercont1.15:301779:303502:-1 gene:PTRG_10865 transcript:EDU43915 description:""histone acetyltransferase type B subunit 2""-species:Pyrenophora_triticirepentis"	 E_value=2e-07
			
Query=MGG_08829T0	 Hit=lcl|EFQ94688	" Description=pep:novel supercontig:GCA_000166005.1:GL533178:46536:48511:1 gene:PTT_07561 transcript:EFQ94688 description:""hypothetical protein""-species:Pyrenophora_teres"	 E_value=2e-07
			
Query=MGG_08829T0	 Hit=lcl|AAS52184	" Description=pep:known chromosome:ASM9102v1:IV:1158606:1159646:-1 gene:AGOS_ADR264C transcript:AAS52184 description:""Eukaryotic translation initiation factor 3 subunit I""-species:Ashbya_gossypii"	 E_value=2e-07
			
Query=MGG_08829T0	 Hit=lcl|CADNFIAP00001057	" Description=pep:known contig:CADRE:8741:2931004:2933898:1 gene:CADNFIAG00001096 transcript:CADNFIAT00001096 description:""Chromosome segregation protein (SepB), putative""-species:Neosartorya_fischeri"	 E_value=2e-07
			
Query=MGG_08829T0	 Hit=lcl|CADNFIAP00001057	" Description=pep:known contig:CADRE:8741:2931004:2933898:1 gene:CADNFIAG00001096 transcript:CADNFIAT00001096 description:""Chromosome segregation protein (SepB), putative""-species:Neosartorya_fischeri"	 E_value=9e-06
			
Query=MGG_08829T0	 Hit=lcl|CBQ73998	" Description=pep:novel chromosome:GCA_000230245.1:9:572674:573732:1 gene:sr11137 transcript:CBQ73998 description:""conserved hypothetical protein""-species:Sporisorium_reilianum"	 E_value=2e-07
			
Query=MGG_08829T0	 Hit=lcl|EGG04001	" Description=pep:novel supercontig:GCA_000204055.1:GL883121:599785:601614:-1 gene:MELLADRAFT_49323 transcript:EGG04001 description:""hypothetical protein""-species:Melampsora_laricipopulina"	 E_value=2e-07
			
Query=MGG_08829T0	 Hit=lcl|EFNCRP00000003834	" Description=pep:known supercontig:ASM18292v1:7.13:156037:157247:1 gene:EFNCRG00000003830 transcript:EFNCRT00000003834 description:""Poly(A)+ RNA export protein""-species:Neurospora_crassa"	 E_value=2e-07
			
Query=MGG_08829T0	 Hit=lcl|UM01647P0	" Description=pep:known supercontig:UM1:Cont_1.63:48651:50404:-1 gene:UM01647 transcript:UM01647T0 description:""hypothetical protein""-species:Ustilago_maydis"	 E_value=2e-07
			
Query=MGG_08829T0	 Hit=lcl|UM01647P0	" Description=pep:known supercontig:UM1:Cont_1.63:48651:50404:-1 gene:UM01647 transcript:UM01647T0 description:""hypothetical protein""-species:Ustilago_maydis"	 E_value=2e-07
			
Query=MGG_08829T0	 Hit=lcl|EGG01585	" Description=pep:novel supercontig:GCA_000204055.1:GL883137:409729:413820:-1 gene:MELLADRAFT_78983 transcript:EGG01585 description:""hypothetical protein""-species:Melampsora_laricipopulina"	 E_value=2e-07
			
Query=MGG_08829T0	 Hit=lcl|SNOT_15115	" Description=pep:known supercontig:ASM14691v1:supercont1.35:341831:344310:-1 gene:SNOG_15115 transcript:SNOT_15115 description:""Putative uncharacterized protein""-species:Phaeosphaeria_nodorum"	 E_value=2e-07
			
Query=MGG_08829T0	 Hit=lcl|SNOT_15115	" Description=pep:known supercontig:ASM14691v1:supercont1.35:341831:344310:-1 gene:SNOG_15115 transcript:SNOT_15115 description:""Putative uncharacterized protein""-species:Phaeosphaeria_nodorum"	 E_value=2e-07
			
Query=MGG_08829T0	 Hit=lcl|EPX72411	" Description=pep:novel supercontig:GCA_000150505.2:supercont6.2:1666308:1669639:-1 gene:SOCG_00174 transcript:EPX72411 description:""WD repeat protein""-species:Schizosaccharomyces_octosporus"	 E_value=2e-07
			
Query=MGG_08829T0	 Hit=lcl|EFP91097	" Description=pep:novel supercontig:ASM14992v1:supercont2.80:232908:238182:1 gene:PGTG_16959 transcript:EFP91097 description:""hypothetical protein""-species:Puccinia_graminis"	 E_value=2e-07
			
Query=MGG_08829T0	 Hit=lcl|EFP91097	" Description=pep:novel supercontig:ASM14992v1:supercont2.80:232908:238182:1 gene:PGTG_16959 transcript:EFP91097 description:""hypothetical protein""-species:Puccinia_graminis"	 E_value=1e-05
			
Query=MGG_08829T0	 Hit=lcl|CBQ69717	" Description=pep:novel chromosome:GCA_000230245.1:17:149727:151028:-1 gene:sr15636 transcript:CBQ69717 description:""probable Chromatin assembly factor 1 subunit c""-species:Sporisorium_reilianum"	 E_value=2e-07
			
Query=MGG_08829T0	 Hit=lcl|CAG79003	" Description=pep:novel chromosome:GCA_000002525.1:E:184985:186484:1 gene:YALI0_E01628g transcript:CAG79003 description:""YALI0E01628p""-species:Yarrowia_lipolytica"	 E_value=3e-07
			
Query=MGG_08829T0	 Hit=lcl|EFQ94549	" Description=pep:novel supercontig:GCA_000166005.1:GL533262:19098:20448:-1 gene:PTT_07732 transcript:EFQ94549 description:""hypothetical protein""-species:Pyrenophora_teres"	 E_value=3e-07
			
Query=MGG_08829T0	 Hit=lcl|CBQ73900	" Description=pep:novel chromosome:GCA_000230245.1:9:282785:285223:1 gene:sr14488 transcript:CBQ73900 description:""related to CAF4-CCR4 associated factor""-species:Sporisorium_reilianum"	 E_value=3e-07
			
Query=MGG_08829T0	 Hit=lcl|CBQ73900	" Description=pep:novel chromosome:GCA_000230245.1:9:282785:285223:1 gene:sr14488 transcript:CBQ73900 description:""related to CAF4-CCR4 associated factor""-species:Sporisorium_reilianum"	 E_value=3e-07
			
Query=MGG_08829T0	 Hit=lcl|CBQ73900	" Description=pep:novel chromosome:GCA_000230245.1:9:282785:285223:1 gene:sr14488 transcript:CBQ73900 description:""related to CAF4-CCR4 associated factor""-species:Sporisorium_reilianum"	 E_value=2e-06
			
Query=MGG_08829T0	 Hit=lcl|CBQ73900	" Description=pep:novel chromosome:GCA_000230245.1:9:282785:285223:1 gene:sr14488 transcript:CBQ73900 description:""related to CAF4-CCR4 associated factor""-species:Sporisorium_reilianum"	 E_value=4e-06
			
Query=MGG_08829T0	 Hit=lcl|FGSG_10054P0	" Description=pep:known chromosome:ASM24013v2:1:9633770:9635212:-1 gene:FGSG_10054 transcript:FGSG_10054T0 description:""conserved hypothetical protein""-species:Gibberella_zeae"	 E_value=3e-07
			
Query=MGG_08829T0	 Hit=lcl|FGSG_10054P0	" Description=pep:known chromosome:ASM24013v2:1:9633770:9635212:-1 gene:FGSG_10054 transcript:FGSG_10054T0 description:""conserved hypothetical protein""-species:Gibberella_zeae"	 E_value=7e-07
			
Query=MGG_08829T0	 Hit=lcl|CADAFUBP00000828	" Description=pep:known scaffold:CADRE:DS499594:2407678:2408834:1 gene:CADAFUBG00000848 transcript:CADAFUBT00000848 description:""Nuclear pore complex protein (SonA), putative""-species:Aspergillus_fumigatus"	 E_value=3e-07
			
Query=MGG_08829T0	 Hit=lcl|CAG84181	" Description=pep:novel chromosome:GCA_000002525.1:A:2090534:2093133:1 gene:YALI0_A19470g transcript:CAG84181 description:""YALI0A19470p""-species:Yarrowia_lipolytica"	 E_value=3e-07
			
Query=MGG_08829T0	 Hit=lcl|CAZ80335	" Description=pep:novel supercontig:ASM15164v1:FN430021:252287:256593:1 gene:GSTUM_00002334001 transcript:CAZ80335 description:""""-species:Tuber_melanosporum"	 E_value=3e-07
			
Query=MGG_08829T0	 Hit=lcl|EGY19455	" Description=pep:novel supercontig:GCA_000150675.1:supercont1.28:277377:280857:-1 gene:VDAG_09657 transcript:EGY19455 description:""WD repeat-containing protein""-species:Verticillium_dahliae"	 E_value=3e-07
			
Query=MGG_08829T0	 Hit=lcl|EGY19455	" Description=pep:novel supercontig:GCA_000150675.1:supercont1.28:277377:280857:-1 gene:VDAG_09657 transcript:EGY19455 description:""WD repeat-containing protein""-species:Verticillium_dahliae"	 E_value=6e-07
			
Query=MGG_08829T0	 Hit=lcl|CAG83161	" Description=pep:novel chromosome:GCA_000002525.1:B:1995078:1997168:-1 gene:YALI0_B15015g transcript:CAG83161 description:""YALI0B15015p""-species:Yarrowia_lipolytica"	 E_value=3e-07
			
Query=MGG_08829T0	 Hit=lcl|CAG83161	" Description=pep:novel chromosome:GCA_000002525.1:B:1995078:1997168:-1 gene:YALI0_B15015g transcript:CAG83161 description:""YALI0B15015p""-species:Yarrowia_lipolytica"	 E_value=2e-06
			
Query=MGG_08829T0	 Hit=lcl|EPX73492	" Description=pep:novel supercontig:GCA_000150505.2:supercont6.1:199915:201181:1 gene:SOCG_02716 transcript:EPX73492 description:""ski complex subunit Rec14""-species:Schizosaccharomyces_octosporus"	 E_value=3e-07
			
Query=MGG_08829T0	 Hit=lcl|EPX73492	" Description=pep:novel supercontig:GCA_000150505.2:supercont6.1:199915:201181:1 gene:SOCG_02716 transcript:EPX73492 description:""ski complex subunit Rec14""-species:Schizosaccharomyces_octosporus"	 E_value=9e-06
			
Query=MGG_08829T0	 Hit=lcl|EGG04547	" Description=pep:novel supercontig:GCA_000204055.1:GL883118:192460:194494:-1 gene:MELLADRAFT_49117 transcript:EGG04547 description:""hypothetical protein""-species:Melampsora_laricipopulina"	 E_value=3e-07
			
Query=MGG_08829T0	 Hit=lcl|MGG_03150T0	" Description=pep:known chromosome:MG8:4:2883873:2885829:-1 gene:MGG_03150 transcript:MGG_03150T0 description:""Cytosolic iron-sulfur protein assembly protein 1""-species:Magnaporthe_oryzae"	 E_value=3e-07
			
Query=MGG_08829T0	 Hit=lcl|EDU48682	" Description=pep:novel supercontig:GCA_000149985.1:supercont1.5:1354304:1356142:1 gene:PTRG_05762 transcript:EDU48682 description:""ubiquitin-protein ligase E4""-species:Pyrenophora_triticirepentis"	 E_value=3e-07
			
Query=MGG_08829T0	 Hit=lcl|CADAFLAP00001646	" Description=pep:known supercontig:JCVI-afl1-v2.0:EQ963472:4407989:4409305:-1 gene:CADAFLAG00001646 transcript:CADAFLAT00001646 description:""Probable cytosolic iron-sulfur protein assembly protein 1 ""-species:Aspergillus_flavus"	 E_value=3e-07
			
Query=MGG_08829T0	 Hit=lcl|CADAFLAP00001646	" Description=pep:known supercontig:JCVI-afl1-v2.0:EQ963472:4407989:4409305:-1 gene:CADAFLAG00001646 transcript:CADAFLAT00001646 description:""Probable cytosolic iron-sulfur protein assembly protein 1 ""-species:Aspergillus_flavus"	 E_value=6e-06
			
Query=MGG_08829T0	 Hit=lcl|AAS52961	" Description=pep:known chromosome:ASM9102v1:V:1148123:1149655:-1 gene:AGOS_AER280C transcript:AAS52961 description:""AER280Cp""-species:Ashbya_gossypii"	 E_value=3e-07
			
Query=MGG_08829T0	 Hit=lcl|AAS52961	" Description=pep:known chromosome:ASM9102v1:V:1148123:1149655:-1 gene:AGOS_AER280C transcript:AAS52961 description:""AER280Cp""-species:Ashbya_gossypii"	 E_value=2e-06
			
Query=MGG_08829T0	 Hit=lcl|CADAFLAP00001543	" Description=pep:known supercontig:JCVI-afl1-v2.0:EQ963472:4141360:4143855:-1 gene:CADAFLAG00001543 transcript:CADAFLAT00001543 description:""Chromatin assembly factor 1 subunit B, putative ""-species:Aspergillus_flavus"	 E_value=3e-07
			
Query=MGG_08829T0	 Hit=lcl|CADAFLAP00001543	" Description=pep:known supercontig:JCVI-afl1-v2.0:EQ963472:4141360:4143855:-1 gene:CADAFLAG00001543 transcript:CADAFLAT00001543 description:""Chromatin assembly factor 1 subunit B, putative ""-species:Aspergillus_flavus"	 E_value=2e-06
			
Query=MGG_08829T0	 Hit=lcl|CADATEAP00007855	" Description=pep:known supercontig:CADRE:1.6:8955:12312:-1 gene:CADATEAG00007855 transcript:CADATEAT00007855 description:""Putative uncharacterized protein""-species:Aspergillus_terreus"	 E_value=3e-07
			
Query=MGG_08829T0	 Hit=lcl|Mycgr3P109560	" Description=pep:known chromosome:MG2:5:1611779:1613063:-1 gene:Mycgr3G109560 transcript:Mycgr3T109560 description:""Putative uncharacterized protein""-species:Zymoseptoria_tritici"	 E_value=3e-07
			
Query=MGG_08829T0	 Hit=lcl|Mycgr3P109560	" Description=pep:known chromosome:MG2:5:1611779:1613063:-1 gene:Mycgr3G109560 transcript:Mycgr3T109560 description:""Putative uncharacterized protein""-species:Zymoseptoria_tritici"	 E_value=5e-07
			
Query=MGG_08829T0	 Hit=lcl|CAZ84379	" Description=pep:novel supercontig:ASM15164v1:FN430327:714728:717752:1 gene:GSTUM_00008586001 transcript:CAZ84379 description:""""-species:Tuber_melanosporum"	 E_value=3e-07
			
Query=MGG_08829T0	 Hit=lcl|CAZ84379	" Description=pep:novel supercontig:ASM15164v1:FN430327:714728:717752:1 gene:GSTUM_00008586001 transcript:CAZ84379 description:""""-species:Tuber_melanosporum"	 E_value=1e-06
			
Query=MGG_08829T0	 Hit=lcl|CAG77779	" Description=pep:novel chromosome:GCA_000002525.1:F:595748:596647:1 gene:YALI0_F03971g transcript:CAG77779 description:""YALI0F03971p""-species:Yarrowia_lipolytica"	 E_value=3e-07
			
Query=MGG_08829T0	 Hit=lcl|GGTG_12520T0	" Description=pep:known supercontig:Gae_graminis_V2:supercont1.9:63313:66604:1 gene:GGTG_12520 transcript:GGTG_12520T0 description:""hypothetical protein""-species:Gaeumannomyces_graminis"	 E_value=4e-07
			
Query=MGG_08829T0	 Hit=lcl|EGY16322	" Description=pep:novel supercontig:GCA_000150675.1:supercont1.17:29568:30686:-1 gene:VDAG_07486 transcript:EGY16322 description:""meiotic recombination protein rec14""-species:Verticillium_dahliae"	 E_value=4e-07
			
Query=MGG_08829T0	 Hit=lcl|EGY16322	" Description=pep:novel supercontig:GCA_000150675.1:supercont1.17:29568:30686:-1 gene:VDAG_07486 transcript:EGY16322 description:""meiotic recombination protein rec14""-species:Verticillium_dahliae"	 E_value=8e-06
			
Query=MGG_08829T0	 Hit=lcl|SPAC9G1.05.1:pep	" Description=pep:known chromosome:ASM294v2:I:1976706:1979209:1 gene:SPAC9G1.05 transcript:SPAC9G1.05.1 description:""actin cortical patch component Aip1 (predicted)""-species:Schizosaccharomyces_pombe"	 E_value=4e-07
			
Query=MGG_08829T0	 Hit=lcl|EPX75165	" Description=pep:novel supercontig:GCA_000150505.2:supercont6.1:4064824:4066583:-1 gene:SOCG_04410 transcript:EPX75165 description:""ERCC-8 DNA repair""-species:Schizosaccharomyces_octosporus"	 E_value=4e-07
			
Query=MGG_08829T0	 Hit=lcl|EPX75165	" Description=pep:novel supercontig:GCA_000150505.2:supercont6.1:4064824:4066583:-1 gene:SOCG_04410 transcript:EPX75165 description:""ERCC-8 DNA repair""-species:Schizosaccharomyces_octosporus"	 E_value=6e-06
			
Query=MGG_08829T0	 Hit=lcl|MGG_04802T0	" Description=pep:known chromosome:MG8:2:1451920:1453969:-1 gene:MGG_04802 transcript:MGG_04802T0 description:""Periodic tryptophan protein 1""-species:Magnaporthe_oryzae"	 E_value=4e-07
			
Query=MGG_08829T0	 Hit=lcl|MVLG_04895T0	" Description=pep:novel supercontig:GCA_000166175.1:supercont1.59:41184:43129:1 gene:MVLG_04895 transcript:MVLG_04895T0 description:""Poly(A)+ RNA export protein""-species:Microbotryum_violaceum"	 E_value=4e-07
			
Query=MGG_08829T0	 Hit=lcl|MVLG_04895T0	" Description=pep:novel supercontig:GCA_000166175.1:supercont1.59:41184:43129:1 gene:MVLG_04895 transcript:MVLG_04895T0 description:""Poly(A)+ RNA export protein""-species:Microbotryum_violaceum"	 E_value=4e-06
			
Query=MGG_08829T0	 Hit=lcl|AAS53365	" Description=pep:known chromosome:ASM9102v1:VI:425430:427085:-1 gene:AGOS_AFL007C transcript:AAS53365 description:""AFL007Cp""-species:Ashbya_gossypii"	 E_value=4e-07
			
Query=MGG_08829T0	 Hit=lcl|AAS53365	" Description=pep:known chromosome:ASM9102v1:VI:425430:427085:-1 gene:AGOS_AFL007C transcript:AAS53365 description:""AFL007Cp""-species:Ashbya_gossypii"	 E_value=3e-06
			
Query=MGG_08829T0	 Hit=lcl|EGR51706	" Description=pep:novel supercontig:GCA_000167675.2:GL985057:889352:892631:1 gene:TRIREDRAFT_55545 transcript:EGR51706 description:""predicted protein""-species:Trichoderma_reesei"	 E_value=4e-07
			
Query=MGG_08829T0	 Hit=lcl|CBQ71687	" Description=pep:novel chromosome:GCA_000230245.1:3:102857:105121:-1 gene:sr12543 transcript:CBQ71687 description:""conserved hypothetical protein""-species:Sporisorium_reilianum"	 E_value=4e-07
			
Query=MGG_08829T0	 Hit=lcl|CBQ71687	" Description=pep:novel chromosome:GCA_000230245.1:3:102857:105121:-1 gene:sr12543 transcript:CBQ71687 description:""conserved hypothetical protein""-species:Sporisorium_reilianum"	 E_value=1e-05
			
Query=MGG_08829T0	 Hit=lcl|CADAFLAP00004848	" Description=pep:known supercontig:JCVI-afl1-v2.0:EQ963475:1879137:1881155:1 gene:CADAFLAG00004848 transcript:CADAFLAT00004848 description:""WD repeat protein ""-species:Aspergillus_flavus"	 E_value=4e-07
			
Query=MGG_08829T0	 Hit=lcl|CBQ71859	" Description=pep:novel chromosome:GCA_000230245.1:3:580542:582280:-1 gene:sr12715 transcript:CBQ71859 description:""related to CDC20-cell division control protein""-species:Sporisorium_reilianum"	 E_value=4e-07
			
Query=MGG_08829T0	 Hit=lcl|CBQ71859	" Description=pep:novel chromosome:GCA_000230245.1:3:580542:582280:-1 gene:sr12715 transcript:CBQ71859 description:""related to CDC20-cell division control protein""-species:Sporisorium_reilianum"	 E_value=1e-06
			
Query=MGG_08829T0	 Hit=lcl|Mycgr3P107996	" Description=pep:known chromosome:MG2:2:1396496:1401425:1 gene:Mycgr3G107996 transcript:Mycgr3T107996 description:""Putative uncharacterized protein""-species:Zymoseptoria_tritici"	 E_value=5e-07
			
Query=MGG_08829T0	 Hit=lcl|EFNCRP00000001978	" Description=pep:known supercontig:ASM18292v1:7.6:34589:36510:1 gene:EFNCRG00000001976 transcript:EFNCRT00000001978 description:""Putative uncharacterized protein""-species:Neurospora_crassa"	 E_value=5e-07
			
Query=MGG_08829T0	 Hit=lcl|EFQ28334	" Description=pep:novel supercontig:GCA_000149035.1:GG697340:685670:686967:-1 gene:GLRG_03478 transcript:EFQ28334 description:""WD domain-containing protein""-species:Glomerella_graminicola"	 E_value=5e-07
			
Query=MGG_08829T0	 Hit=lcl|EFQ28334	" Description=pep:novel supercontig:GCA_000149035.1:GG697340:685670:686967:-1 gene:GLRG_03478 transcript:EFQ28334 description:""WD domain-containing protein""-species:Glomerella_graminicola"	 E_value=1e-06
			
Query=MGG_08829T0	 Hit=lcl|CADATEAP00010182	" Description=pep:known supercontig:CADRE:1.1:1902943:1904592:-1 gene:CADATEAG00010182 transcript:CADATEAT00010182 description:""Putative uncharacterized protein""-species:Aspergillus_terreus"	 E_value=5e-07
